"term","estimate","std.error","p.value","conf.low","conf.high","pct_effect","pct_conf.low","pct_conf.high"
"cp_active",-0.179565358978117,0.0942109934171847,0.0566512997665,-0.364215513023539,0.00508479506730533,-16.4366666982435,-30.5258547223247,0.509774457697443
"lez_active",0.288958153668377,0.0733794335114707,8.22105192019268e-05,0.145137106779943,0.432779200556811,33.5035861006223,15.6198081997255,54.1535812871948
"cp_x_lez",-0.943775636475567,0.185018202352621,3.37884925152541e-07,-1.30640464957105,-0.581146623380086,-61.0844252561836,-72.9208099947458,-44.0743258070971
