"term","estimate","std.error","p.value","conf.low","conf.high","pct_effect","pct_conf.low","pct_conf.high"
"only_cp",-0.162760205294272,0.0704344889800859,0.0208437568965904,-0.300809266964724,-0.0247111436238206,-15.0205059688058,-25.9781056510822,-2.44083227919517
"only_lez",0.0124542711291235,0.04147914716584,0.763983578412272,-0.0688433634253595,0.0937519056836065,1.25321485300718,-6.65271153774195,9.82872332938072
"both",-1.24045876723993,0.141881521333291,2.27161870082239e-18,-1.51854143912493,-0.962376095354927,-71.074851161158,-78.0968875689599,-61.801582401436
